catalog_id,canonical_source_ids,integration_routes,integration_status,action_or_policy,legal_question_or_outcome,litigation_posture,source_family,source_entry_url,representative_case_url,official_action_url,preliminary_disposition,review_note,last_reviewed
TAC-RAT2-009,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Kat Abughazaleh Former Democratic Congressional Candidate,"OCT 23, 2025: Indicted for forcibly impeding, intimidating, and interfering with an officer of the United States MAR 13, 2026: Defendants filed a Motion to Compel discovery related to selective prosecution MAR 19, 2026: Prosecutors reportedly agreed to produce evidence in response to the Motion to Compel APR 7, 2026: Judge Perry denied, in part, the Motion to Compel based on selective prosecution APR 29, 2026: Prosecutors stated in court that they planned to drop the felony conspiracy charge – the remaining four plaintiffs were charged with misdemeanors for forcibly impeding a federal agent MAY 7, 2026: The court officially dismissed the felony conspiracy charge MAY 21, 2026: Prosecutors announced the dismissal of all charges against the remaining defendants JUNE 2, 2026: Defendants filed a Motion and Application for Attorneys Fees and Litigation Expenses Pursuant to the Hyde Amendment POLITICAL INTERFERENCE On September 25, 2025, President Trump issued National Security Presidential Memorandum 7 , intended to address domestic terrorism and organized political violence. DOJ reportedly “began establishing an internal architecture to prosecute protesters with left-leaning views” in response. SELECTIVE ENFORCEMENT Abughazaleh had been frequently protesting at the Broadview ICE facility and was filmed being pushed by federal agents. She used that footage in her ad campaign and has continuously spoken out against the Trump administration. The indictment also charged five other people, including two other political candidates and a local community trustee who were all outspoken protesters. JUDICIAL VALIDITY CONCERNS On February 26, 2026 the federal prosecutors in Chicago announced in court that they intended to narrow the conspiracy charges against the six defendants. On Marc",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-012,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Adam Schiff California Senator and Former Chair of the House Intelligence Committee,"AUG 5, 2025: The DOJ launched an investigation around alleged mortgage fraud AUG 13, 2025: Trump publicly called on the DOJ to investigate Schiff for his work investigating Trump previously POLITICAL INTERFERENCE Before the investigation even began, President Trump posted on Truth Social alleging fraud. He later posted on Truth Social an apparent demand that Pam Bondi prosecute Sen. Schiff, saying he was “guilty as hell.” It has been reported that prosecutors “have been hesitant to proceed with charges against” Sen. Schiff because the investigation has “not produced enough evidence to bring charges.” When asked about this new report Trump replied that he was “not going to comment on that” but stated that “Adam Schiff is one of the lowest forms of scum I’ve ever dealt with in politics” and that “he’s a horrible human being, very dishonest person.” SELECTIVE ENFORCEMENT Sen. Schiff has been the target of Trump’s attacks for nine years now. In 2024 he became a household name after serving on the January 6th committee and wears the attacks by the administration as a “badge of honor. ” JUDICIAL VALIDITY CONCERNS Sen. Schiff had already been investigated during Trump’s first term for the alleged leak of classified information, but federal prosecutors found the staffer who made the accusation lacked credibility. The mortgage fraud investigations into Adam Schiff and Letitia James, led by Ed Martin and Bill Pulte, were reportedly under investigation by the DOJ for potential misconduct. Back to Index",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-015,SRC-1147; SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Brad Lander Former NYC Comptroller,"JUNE 17, 2025: Forcibly arrested by federal agents while escorting a defendant out of immigration court for allegedly assaulting law enforcement and impeding a federal officer – no charges filed SEPT 18, 2025: Arrested by federal agents while attempting to conduct congressional oversight of ICE holding center – charged with a misdemeanor JUNE 11, 2026: Acquitted POLITICAL INTERFERENCE DHS put out a press release calling Lander a “politician[] pulling a stunt in attempt to get their 15 minutes of fame” while detailing “facts” of the situation. SELECTIVE ENFORCEMENT Lander had participated in court watching two times before the June 17th incident. He was arrested after asking to see a judicial warrant. Several others were court-watching with Lander and were not arrested. JUDICIAL VALIDITY CONCERNS No charges were filed after his first arrest. U.S. Attorney Jay Clayton admitted that the memorandum entitled Civil Immigration Enforcement Actions in or Near Courthouses, dated May 27, 2025 “does not and has never applied to civil immigration enforcement actions in or near Executive Office for Immigration Review (“EOIR”) immigration courts.” That memo was used as the basis for Lander’s arrest. Back to Index",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.646893/gov.uscourts.nysd.646893.77.0.pdf,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-016,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Alex Padilla Democratic California Senator,"JUNE 12, 2025: Forcibly removed from Homeland Security Secretary Kristi Noem’s press conference – no charges filed SELECTIVE ENFORCEMENT Sen. Padilla was asking a question of a government official while identifying himself as a U.S. Senator, and there was no allegation of violence. JUDICIAL VALIDITY CONCERNS Sen. Padilla was released without charges. Back to Index",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-017,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,David Huerta SEIU California President,"JUNE 6, 2025: Detained by federal officers while protesting an immigration raid OCT 17, 2025: Felony charge was downgraded to a misdemeanor NOV 25, 2025: Pled not guilty to the misdemeanor charge POLITICAL INTERFERENCE Huerta is being prosecuted by acting U.S. Attorney Bill Essayli’s office, which has been forced to dismiss numerous cases because of faulty or fabricated allegations. Four different colleagues reported hearing Essayli shout “F*** the Justice Manual”– the rulebook used to preserve the integrity of investigations. On October 28, 2025 a federal judge disqualified Mr. Essayli from acting as the U.S. Attorney for unlawfully assuming the role of Acting United States Attorney based on several factors that culminated in the illegality of his purported appointment. SELECTIVE ENFORCEMENT Huerta is the president of the largest labor union in the country. He was participating in a nonviolent act of resistance and had to be hospitalized as a result of his violent arrest. Back to Index",tracker status: not normalized,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-018,SRC-1148; SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Letitia James New York Attorney General Amicus Brief Filed,"MAY 18, 2025: The FBI publicly confirmed an investigation into alleged mortgage fraud AUG 8, 2025: The DOJ issued two subpoenas as a part of a criminal investigation into her activity as Attorney General prosecuting Trump and the NRA OCT 9, 2025: James was indicted for bank fraud and making false statements to a financial institution OCT 24, 2025: James filed a Motion to Dismiss the Indictment Based on Unlawful Appointment and Enjoin the Prosecution NOV 7, 2025: James filed a Motion to Dismiss Indictment for Vindictive and Selective Prosecution NOV 13, 2025: Protect Democracy filed an Amicus Brief in support of James NOV 24, 2025: Senior District Judge Cameron McGowan Currie dismissed the indictment based on unlawful appointment of Lindsey Halligan POLITICAL INTERFERENCE Ed Martin, special attorney and former director of the Weaponization Working Group sent Ms. James’ attorney a letter stating he would take James’ resignation “as an act of good faith,” even though she had yet to be indicted on any charges. James prosecuted and won a case against Trump for defrauding banks and lenders, resulting in a significant judgment. President Trump has accused James of political motivation in her prosecutions. Donald Trump posted on Truth Social seemingly demanding Pam Bondi to prosecute Ms. James and saying she was “guilty as hell.” Lindsey Halligan, the U.S. Attorney on the case at the time, reportedly reached out to a journalist to criticize press coverage of the indictment and may have improperly revealed internal government information. During an interview of President Trump on 60 minutes, when asked about his Truth Social post that seemingly called for Pam Bondi to prosecute, Trump said he did not “have to instruct [Pam Bondi and Kash Patel], because [Comey and Letitia James]",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,https://www.courtlistener.com/docket/71601419/22/united-states-v-james/,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-019,SRC-1149; SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,LaMonica McIver United States Representative,"MAY 9, 2025: Arrested by federal officers JUNE 10, 2025: Indicted for allegedly impeding and interfering with federal officers AUG 15, 2025: Rep. McIver filed a Motion to Dismiss based on Selective Enforcement and Vindictive Prosecution NOV 13, 2025: A judge denied Rep. McIver’s Motion to Dismiss on two counts, but allowed one count to proceed DEC 29, 2025: Rep. McIver filed an Appeal with the Third Circuit JAN 5, 2026: A judge denied the last count of Rep. McIver’s Motion to Dismiss MAR 30, 2026: Rep. McIver filed her opening brief in the Third Circuit arguing, in part, selective and vindictive prosecution POLITICAL INTERFERENCE Charged by former senior advisor and legal spokesperson to President Trump and former interim U.S. Attorney, Alina Habba, who was reprimanded by a federal judge for the hasty arrest of Ras Baraka. President Trump publicly commented on the evidence, describing the Congresswoman’s conduct as “shoving,” “out of control,” and the “kind of crap” that is “over in this country.” DHS put out several statements about Rep. McIver’s arrest, one accusing her of being a “gutter politician.” Rep. McIver’s legal team alleges that these statements are inappropriate “ extrajudicial statements. ” DHS removed many of the posts in question after the Judge in her case asked prosecutors to remove statements out of concern they would taint a jury pool. SELECTIVE ENFORCEMENT Rep. McIver asserted that she was engaging in congressional oversight to inspect the conditions of an ICE facility. DOJ did not allege that anyone was injured as a result of McIver’s actions. Back to Index",tracker status: not normalized,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,https://www.courtlistener.com/docket/70515005/20/1/united-states-v-mciver/,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-020,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Ras Baraka Newark Mayor,"MAY 9, 2025: Arrested and detained by federal officers for trespassing MAY 19, 2025: Charges dropped POLITICAL INTERFERENCE Newly released body camera evidence submitted in LaMonica McIver’s federal court case revealed a special agent saying “We are arresting the mayor right now, per the deputy attorney general of the United States. Anyone that gets in our way, I need you guys to give me a perimeter so I can cuff him.” SELECTIVE ENFORCEMENT Baraka was an outspoken critic of conditions in ICE detention facilities as part of campaign for NJ Governor. Upon hearing the prosecutors’ decision to drop the federal trespassing charge, U.S. Magistrate Judge André Espinosa, assigned to Mayor Baraka’s case, told the prosecutor “an arrest, particularly of a public figure, is not a preliminary investigative tool. It is a severe action, carrying significant reputational and personal consequences, and it should only be undertaken after a thorough, dispassionate evaluation of credible evidence.” JUDICIAL VALIDITY CONCERNS The charges against Baraka have been dropped. Baraka countersued Alina Habba arguing that Alina Habba acted with politically motivated malice, unlawfully arrested and prosecuted him, and then publicly defamed him. That case is ongoing. Back to Index",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-021,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Hannah Dugan Former Milwaukee County Circuit Court Judge,"APR 25, 2025: Arrested by the FBI and indicted for allegedly concealing an individual to prevent arrest and obstruction DEC 19, 2025: Found guilty of felony obstruction and not guilty of concealing an individual to prevent arrest JAN 3, 2026: Judge Dugan resigned as a Milwaukee County Circuit Court Judge POLITICAL INTERFERENCE Attorney General Pam Bondi and FBI Director Kash Patel both issued public statements suggesting that this arrest serves as a threat towards anyone protecting immigrants and that “[the U.S. DOJ] will come after you and we will prosecute you. We will find you.“ SELECTIVE ENFORCEMENT Judge Dugan was arrested a week after the alleged incident occurred. Standard procedure for nonviolent crimes that do not involve a known flight risk is to issue a summons unless there is an urgent threat, however Judge Dugan was not afforded that standard courtesy and instead was forcibly and publicly arrested. A bipartisan group of over 150 former federal and state judges penned a letter criticizing this and the Trump Administration’s greater attacks on the judiciary. Back to Index",tracker status: not normalized,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-024,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Kilmar Abrego Garcia,"MAR 15, 2025: Deported in violation of immigration court order after an administrative error JULY 6, 2025: Returned and indicted the same day for conspiracy to commit human trafficking JULY 23, 2025: TN and MD courts ordered his release and prohibited deportation after release AUG 22, 2025: Released and returned to Maryland AUG 25, 2025: Detained by ICE during a court mandated check-in and threatened with deportation to Uganda SEPT 5, 2025: ICE threatened deportation to Eswatini OCT 3, 2025: Judge ruled in favor of Abrego Garcia and granted discovery on the basis of potential vindictive prosecution OCT 27, 2025: Judge Crenshaw issued an Order requiring the Department of Justice and Department of Homeland Security Officials to refrain from making prejudicial statements DEC 11, 2025: A federal judge granted Abrego Garcia’s petition for writ for habeas corpus DEC 12, 2025: A federal judge entered a temporary restraining order enjoining ICE from detaining Abrego Garcia APR 6, 2026: Abrego Garcia filed a post-evidentiary hearing brief related to his Motion to Dismiss based on selective and vindictive prosecution MAY 22, 2026: A federal judge granted Abrego Garcia’s Motion to Dismiss for Vindictive and Selective Prosecution JUNE 22, 2025: The government officially notified the court that it intends to appeal the judge’s earlier decision to dismiss the case POLITICAL INTERFERENCE President Trump made numerous false public statements about Abrego Garcia’s criminality. Abrego Garcia has been used as the face of Trump’s deportation policy and public opposition to it. Erez Reuveni, then the career Director of the Office of Immigration Litigation, acknowledged in a court hearing that deporting Kilmar Abrego Garcia to El Salvador was an error. He was then fired. Reuveni later told t",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-SST-040,SRC-1150,FACT-001,awaiting-primary-verification-and-reader-placement,"CDC Staff Reductions Halt Data Collection on Maternal, Infant Health","Significant staffing reductions at the CDC have halted data collection for PRAMS, a tool used to track maternal and infant health, prompting Mississippi to suspend data collection during a public health emergency amid rising infant mortality rates.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/cdc-staff-reductions-halt-data-collection-on-maternal-infant-health/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-076,SRC-1151,FACT-001,awaiting-primary-verification-and-reader-placement,"Coast Guard Academy Removes “Climate Change,” Related Terminology from Curriculum",The United States Coast Guard Academy has removed the phrase “climate change” and all related terminology from its curriculum to conform to Trump administration directives.,specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/coast-guard-academy-removes-climate-change-related-terminology-from-curriculum/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-078,SRC-1152,FACT-001,awaiting-primary-verification-and-reader-placement,Commerce Department Suspends Work on Extreme Rainfall Database,"The Commerce Department has indefinitely suspended work on part of the National Oceanic and Atmospheric Administration (NOAA)’s Atlas 15 project, which provides critical data for predicting extreme rainfall events and assessing how climate change impacts these events.",specialist tracker update status: Reversed (Partially or Fully),Silencing Science Tracker,https://silencingscience.org/actions/commerce-department-suspends-work-on-extreme-rainfall-database/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-082,SRC-1153,FACT-001,awaiting-primary-verification-and-reader-placement,Department of Defense to Stop Sharing Satellite Data with Scientists,The U.S. Department of Defense announced plans to stop providing vital atmospheric and oceanic data to scientists and weather forecasters.,specialist tracker update status: Reversed (Partially or Fully),Silencing Science Tracker,https://silencingscience.org/actions/department-of-defense-to-stop-sharing-satellite-data-with-scientists/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-083,SRC-1154,FACT-001,awaiting-primary-verification-and-reader-placement,Department of Energy Report Includes False Claims about Climate Change,"The Department of Energy released a report that contains several false or misleading claims about human-caused climate change, including that threats from rising sea levels and extreme weather have been overstated.","specialist tracker update status: Additional Anti-Science Action, Litigation Update",Silencing Science Tracker,https://silencingscience.org/actions/department-of-energy-report-includes-false-claims-about-climate-change/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-107,SRC-1155,FACT-001,awaiting-primary-verification-and-reader-placement,DOE Secretary Misrepresents Climate Science,"In announcing the cancellation of an offshore wind farm, Department of Energy Secretary Chris Wright contradicted established climate science, including by suggesting that climate change is not impacting and will not impact America’s day-to-day life.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/doe-secretary-misrepresents-climate-science/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-108,SRC-1156,FACT-001,awaiting-primary-verification-and-reader-placement,"DOE Secretary Questions Accuracy of Previous Federal Climate Reports, Says They Will Be Updated",Department of Energy Secretary Chris Wright said that previously published National Climate Assessments were not “fair” and that they will be “updated.” Experts have expressed concern that the unspecified updates will be used to undermine the scientific consensus on climate change.,specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/doe-secretary-questions-accuracy-of-previous-federal-climate-reports-says-they-will-be-updated/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-158,SRC-1157,FACT-001,awaiting-primary-verification-and-reader-placement,EPA Removes References to Human-Caused Climate Change from Its Website,"The Environmental Protection Agency has removed references to the human causes of climate change from its website, along with scientific data that provided evidence of human-caused climate change.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/epa-removes-references-to-human-caused-climate-change-from-its-website/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-181,SRC-1158,FACT-001,awaiting-primary-verification-and-reader-placement,EPA Stops Updating Database Used to Calculate Greenhouse Gas Emissions,"On June 24, 2025, the Environmental Protection Agency announced that it would stop updating the U.S. Environmentally-Extended Input-Output database, which is used by hundreds of companies to calculate greenhouse gas emissions in their supply chains.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/epa-stops-updating-database-used-to-calculate-greenhouse-gas-emissions/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-182,SRC-1159,FACT-001,awaiting-primary-verification-and-reader-placement,EPA Talking Points Misrepresent Climate Science,"EPA’s Office of Public Affairs issued a set of approved talking points on climate change. The talking points appear to be intended to cast doubt on the scientific consensus on climate change, with one stating “[w]hile there has been extensive research . . . clear gaps remain,” including in “our understanding of the role of human activity” in contributing to climate change.",specialist tracker update status: Other,Silencing Science Tracker,https://silencingscience.org/actions/epa-talking-points-misrepresent-climate-science/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-197,SRC-1160,FACT-001,awaiting-primary-verification-and-reader-placement,FDA Makes Unjustified Claims about COVID Vaccine Deaths,"The Food and Drug Administration’s Chief Medical and Scientific Officer, Dr. Vinay Prasad, issued a memo claiming that COVID-19 vaccines have killed 10 children in the United States without providing evidence to support that claim, and made other misleading statements about the dangers of COVID-19 and the safety of the vaccine.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/fda-makes-unjustified-claims-about-covid-vaccine-deaths/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-198,SRC-1161,FACT-001,awaiting-primary-verification-and-reader-placement,FDA Pulls Draft Guidance from Its Website Requiring Testing of Medicines and Medical Devices in Diverse Populations,"Following an executive order from the Trump administration that dismantled Diversity, Equity, and Inclusion (DEI) policies at federal agencies, the Food and Drug Administration withdrew draft guidance that required drug and device makers to ensure testing in diverse populations.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/fda-pulls-draft-guidance-from-its-website-requiring-testing-of-medicines-and-medical-devices-in-diverse-populations/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-230,SRC-1162,FACT-001,awaiting-primary-verification-and-reader-placement,HHS Halts Publication of Covid Vaccine Safety Study,"In October 2025, the Food and Drug Administration, within the Department of Health and Human Services, withdrew a study on the safety of the Covid-19 vaccine for people over 65 years of age. No explanation was given for the decision to withdraw the study, which had already undergone peer review and been accepted for publication in the journal Drug Safety.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/hhs-halts-publication-of-covid-vaccine-safety-study/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-244,SRC-1163,FACT-001,awaiting-primary-verification-and-reader-placement,Information on Climate Change Removed from Acadia National Park,"The National Park Service has taken down several signs at Acadia National Park that explained the effects of climate change on the park, following the removal of climate change information from the NPS website earlier this year.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/information-on-climate-change-removed-from-acadia-national-park/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-248,SRC-1164,FACT-001,awaiting-primary-verification-and-reader-placement,"“MAHA” Report Contains Numerous Errors, Cites Nonexistent Studies","The Department of Health and Human Services has released the ""Make America Healthy Again"" (MAHA) Commission’s report on childhood chronic diseases. The report has been found to contain references to studies that do not exist, misrepresentations of scientific conclusions, and other errors.",specialist tracker update status: Additional Anti-Science Action,Silencing Science Tracker,https://silencingscience.org/actions/maha-report-contains-numerous-errors-cites-nonexistent-studies/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-251,SRC-1165,FACT-001,awaiting-primary-verification-and-reader-placement,Mentions of Climate Change Removed from Federal Agencies’ Websites,The Trump administration has begun removing references to climate change and related terms from multiple federal agency websites.,specialist tracker update status: Litigation Update,Silencing Science Tracker,https://silencingscience.org/actions/mentions-of-climate-change-removed-from-federal-agencies-websites/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-269,SRC-1166,FACT-001,awaiting-primary-verification-and-reader-placement,National Climate Assessments Removed from Federal Websites,"As of June 30, 2025, the National Climate Assessments were no longer accessible on federal websites.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/national-climate-assessments-removed-from-federal-websites/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-270,SRC-1167,FACT-001,awaiting-primary-verification-and-reader-placement,National Climate Assessments Removed from NASA Website,"The National Aeronautics and Space Administration has announced that it will not host the Congressionally mandated National Climate Assessments on its website, indicating that the assessments will not be available through any federal website.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/national-climate-assessments-removed-from-nasa-website/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-294,SRC-1168,FACT-001,awaiting-primary-verification-and-reader-placement,NIH Scientists Urged to Scrub References to mRNA Vaccines from Grant Applications,National Institutes of Health (NIH) scientists have been urged to strike all references to mRNA vaccines from grant applications out of concerns that they could be flagged or rejected.,specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/nih-scientists-urged-to-scrub-references-to-mrna-vaccines-from-grant-applications/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-397,SRC-1169,FACT-001,awaiting-primary-verification-and-reader-placement,Researchers Funded by Department of Education Ordered Not to Publish Research Results Without Prior Written Approval,Academic researchers and contractors with the Department of Education were ordered not to publish any research findings or information without written approval from the agency’s press secretary.,specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/researchers-funded-by-department-of-education-ordered-not-to-publish-research-results-without-prior-written-approval/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-400,SRC-1170,FACT-001,awaiting-primary-verification-and-reader-placement,"RFK Jr. Makes False Claims about Covid Deaths, Vaccine Safety at Senate Hearing","HHS Secretary Robert F. Kennedy, Jr., made several false or misleading statements during a Senate Finance Committee hearing, including claiming that “there’s no clinical data” to support Covid vaccine recommendations for healthy people and that “nobody knows” how many Americans have died from Covid.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/rfk-jr-makes-false-claims-about-covid-deaths-vaccine-safety-at-senate-hearing/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-412,SRC-1171,FACT-001,awaiting-primary-verification-and-reader-placement,Scientific Information Ignored by EPA in MATS Review,"A scientific review concluded that EPA's finding that the Mercury and Air Toxics Standards are not ""appropriate and necessary"" was based on a flawed analysis that ignored research on the effects of mercury emissions on public health.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/scientific-information-ignored-by-epa-in-mats-review/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-413,SRC-1172,FACT-001,awaiting-primary-verification-and-reader-placement,Scientific Report Revised by Political Appointees at DOI,Scientists at the Department of the Interior prepared a report which shows that a Trump administration plan to allocate additional water to farmers in California’s central valley would endanger salmon and whale populations. The Trump administration subsequently ordered a “strike team” to re-write the report without any reference to the risk to salmon and whales.,specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/scientific-report-revised-by-political-appointees-at-doi/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-452,SRC-1173,FACT-001,awaiting-primary-verification-and-reader-placement,Trump Administration Halts External Communications by Health and Human Services Staff,"On January 22, 2025, the Trump administration ordered a pause on all external communications by employees of the Department of Health and Human Services and its sub-agencies.",specialist tracker update status: Reversed (Partially or Fully),Silencing Science Tracker,https://silencingscience.org/actions/trump-administration-halts-external-communications-by-health-and-human-services-staff/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-459,SRC-1174,FACT-001,awaiting-primary-verification-and-reader-placement,Trump Administration Removes EPA Scientific Integrity Policy from Agency Website,"On August 21, 2025, the Trump administration removed the Environmental Protection Agency’s updated scientific integrity policy from the agency’s website.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/trump-administration-removes-epa-scientific-integrity-policy-from-agency-website/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-461,SRC-1175,FACT-001,awaiting-primary-verification-and-reader-placement,Trump Administration Terminates National Nature Assessment Weeks Before Publication,"The Trump administration terminated the National Nature Assessment, a forthcoming first-of-its-kind report on the state of America’s land, water, and wildlife.",specialist tracker update status: External Response,Silencing Science Tracker,https://silencingscience.org/actions/trump-administration-terminates-national-nature-assessment-weeks-before-publication/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-SST-464,SRC-1176,FACT-001,awaiting-primary-verification-and-reader-placement,Trump Administration Withdraws NIH Scientific Integrity Policy,"The Trump administration formally rescinded the National Institutes of Health (NIH) scientific integrity policy, which had been created to protect federal scientists from political interference and retaliation.",specialist tracker update status: No Updates,Silencing Science Tracker,https://silencingscience.org/actions/trump-administration-withdraws-nih-scientific-integrity-policy/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
